Position,Track Name,Artist,Streams,Date,Genre
10,Con Calma,Daddy Yankee,2641445,6/18/2019,Hip Hop
11,Sucker,Jonas Brothers,2571926,6/18/2019,Pop
12,Someone You Loved,Lewis Capaldi,2547710,6/18/2019,Pop
13,Soltera - Remix,Lunay,2492153,6/18/2019,Pop
14,No Guidance (feat. Drake),Chris Brown,2453890,6/18/2019,Pop
15,SOS (feat. Aloe Blacc),Avicii,2387410,6/18/2019,Pop
16,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2387020,6/18/2019,Rap
17,Old Town Road,Lil Nas X,2220361,6/18/2019,Pop
18,The London (feat. J. Cole & Travis Scott),Young Thug,2198795,6/18/2019,Pop
19,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2176573,6/18/2019,Pop
20,Piece Of Your Heart,MEDUZA,2059304,6/18/2019,Pop
21,Heaven,Avicii,1988793,6/18/2019,Pop
22,7 rings,Ariana Grande,1978501,6/18/2019,Pop
23,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1964793,6/18/2019,Pop
24,Talk (feat. Disclosure),Khalid,1947243,6/18/2019,Pop
25,EARFQUAKE,Tyler;;The Creator,1931498,6/18/2019,Hip Hop
26,Call You Mine (feat. Bebe Rexha),The Chainsmokers,1872199,6/18/2019,Pop
27,Shallow,Lady Gaga,1790111,6/18/2019,Pop
28,Truth Hurts,Lizzo,1784609,6/18/2019,Pop
29,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1747678,6/18/2019,Pop
30,Rescue Me,OneRepublic,1680236,6/18/2019,Pop
31,Wow.,Post Malone,1655450,6/18/2019,Rap
32,Te RobarÃ©,Nicky Jam,1647691,6/18/2019,Hip Hop
33,Go Loko (feat. Tyga;;Jon Z),YG,1634490,6/18/2019,Pop
34,Suge,DaBaby,1615487,6/18/2019,Hip Hop
35,No Me Conoce - Remix,Jhay Cortez,1594240,6/18/2019,Rap
36,Only Human,Jonas Brothers,1592117,6/18/2019,Pop
37,Happier,Marshmello,1588851,6/18/2019,Pop
38,Don't Call Me Up,Mabel,1580943,6/18/2019,Pop
39,Pa MÃ­ - Remix,Dalex,1572789,6/18/2019,Rap
40,when the party's over,Billie Eilish,1568067,6/18/2019,Pop
41,11:00 PM,Maluma,1563783,6/18/2019,Other
42,Tal Vez,Paulo Londra,1553870,6/18/2019,Hip Hop
43,Pop Out (feat. Lil Tjay),Polo G,1552803,6/18/2019,Rap
44,Calma - Remix,Pedro CapÃ³,1515726,6/18/2019,Pop
45,Ransom,Lil Tecca,1513044,6/18/2019,Rap
46,Verte Ir,DJ Luian,1504358,6/18/2019,Hip Hop
47,bury a friend,Billie Eilish,1487077,6/18/2019,Pop
48,Con Altura,ROSALÃA,1479850,6/18/2019,Other
49,Sweet but Psycho,Ava Max,1426852,6/18/2019,Pop
50,Dancing With A Stranger (with Normani),Sam Smith,1368431,6/18/2019,Pop
51,Loco Contigo (with J. Balvin & Tyga),DJ Snake,1364655,6/18/2019,Pop
52,Mother's Daughter,Miley Cyrus,1347595,6/18/2019,Pop
53,Without Me,Halsey,1330332,6/18/2019,Pop
54,HP,Maluma,1329060,6/18/2019,Other
55,lovely (with Khalid),Billie Eilish,1325945,6/18/2019,Pop
56,Easier,5 Seconds of Summer,1279732,6/18/2019,Pop
57,thank u;;next,Ariana Grande,1251264,6/18/2019,Pop
58,i'm so tired...,Lauv,1235732,6/18/2019,Pop
59,Boy With Luv (feat. Halsey),BTS,1225451,6/18/2019,Pop
60,Contra La Pared,Sean Paul,1202681,6/18/2019,Pop
61,MIDDLE CHILD,J. Cole,1202040,6/18/2019,Hip Hop
62,Olabilir,MERO,1192266,6/18/2019,Hip Hop
63,Eastside (with Halsey & Khalid),benny blanco,1190003,6/18/2019,Pop
64,Sanctuary,Joji,1188516,6/18/2019,Pop
65,High Hopes,Panic! At The Disco,1171688,6/18/2019,Pop
66,3 Nights,Dominic Fike,1148258,6/18/2019,Pop
67,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1146305,6/18/2019,Pop
68,Here With Me,Marshmello,1143528,6/18/2019,Pop
69,Cuaderno,Dalex,1137459,6/18/2019,Rap
70,Mad Love,Mabel,1117293,6/18/2019,Pop
71,SAD!,XXXTENTACION,1113957,6/18/2019,Hip Hop
72,wish you were gay,Billie Eilish,1091647,6/18/2019,Pop
73,rockstar (feat. 21 Savage),Post Malone,1072855,6/18/2019,Rap
74,Que Mas Pues - Remix,Sech,1063385,6/18/2019,Pop
75,Bohemian Rhapsody - Remastered 2011,Queen,1061158,6/18/2019,Rock
76,So Am I,Ava Max,1060524,6/18/2019,Pop
77,It's You,Ali Gatie,1054441,6/18/2019,Pop
78,Shape of You,Ed Sheeran,1043665,6/18/2019,Pop
79,All Around The World (La La La),R3HAB,1039906,6/18/2019,Pop
80,OmertÃ ,Drake,1032888,6/18/2019,Pop
81,break up with your girlfriend;;i'm bored,Ariana Grande,1029695,6/18/2019,Pop
82,Better,Khalid,1027451,6/18/2019,Pop
83,Pure Water (with Migos),Mustard,1025767,6/18/2019,Pop
84,Let Me Down Slowly,Alec Benjamin,1016299,6/18/2019,Pop
85,On My Way,Alan Walker,1013120,6/18/2019,Pop
86,Girls Like You (feat. Cardi B),Maroon 5,1004877,6/18/2019,Pop
87,Find U Again (feat. Camila Cabello),Mark Ronson,1001049,6/18/2019,Pop
88,Better Now,Post Malone,999166,6/18/2019,Rap
89,Secreto,Anuel AA,997549,6/18/2019,Rap
90,Moonlight,XXXTENTACION,995741,6/18/2019,Hip Hop
91,SICKO MODE,Travis Scott,995231,6/18/2019,Rap
92,Going Bad (feat. Drake),Meek Mill,994928,6/18/2019,Pop
93,MIA (feat. Drake),Bad Bunny,986623,6/18/2019,Rap
94,Believer,Imagine Dragons,983562,6/18/2019,Pop
95,A Whole New World (End Title) - From Aladdin,ZAYN,977194,6/18/2019,Pop
96,Taki Taki (with Selena Gomez;;Ozuna & Cardi B),DJ Snake,974526,6/18/2019,Pop
97,Jocelyn Flores,XXXTENTACION,969953,6/18/2019,Hip Hop
98,Kill This Love,BLACKPINK,960870,6/18/2019,Pop
99,Lucid Dreams,Juice WRLD,947662,6/18/2019,Rap
100,Sanguine Paradise,Lil Uzi Vert,935472,6/18/2019,Rap
101,Si Se Da,Myke Towers,934581,6/18/2019,Rap
102,Paradise,Bazzi,926788,6/18/2019,Pop
103,Ritual,TiÃ«sto,922495,6/18/2019,Pop
104,Youngblood,5 Seconds of Summer,922105,6/18/2019,Pop
105,Baila Baila Baila - Remix,Ozuna,920795,6/18/2019,Pop
106,Nightmare,Halsey,914573,6/18/2019,Pop
107,Adan y Eva,Paulo Londra,911437,6/18/2019,Hip Hop
108,Carry On (from the Original Motion Picture POKÃ‰MON Detective Pikachu),Kygo,910332,6/18/2019,Pop
109,Who Do You Love,The Chainsmokers,904289,6/18/2019,Pop
110,Be Alright,Dean Lewis,895792,6/18/2019,Pop
111,Perfect,Ed Sheeran,882539,6/18/2019,Pop
112,Focus (feat. 21 Savage),Bazzi,881458,6/18/2019,Pop
113,Homicide (feat. Eminem),Logic,865973,6/18/2019,Pop
114,Te Vi,Piso 21,856119,6/18/2019,Pop
115,you should see me in a crown,Billie Eilish,838509,6/18/2019,Pop
116,Baila Baila Baila,Ozuna,836796,6/18/2019,Pop
117,Giant (with Rag'n'Bone Man),Calvin Harris,834948,6/18/2019,Pop
118,Murder On My Mind,YNW Melly,833510,6/18/2019,Rap
119,In My Mind,Dynoro,831102,6/18/2019,Pop
120,I Like Me Better,Lauv,830817,6/18/2019,Pop
121,when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,821711,6/18/2019,Pop
122,2002,Anne-Marie,821326,6/18/2019,Pop
123,Taste (feat. Offset),Tyga,815071,6/18/2019,Pop
124,Amor Genuino,Ozuna,803619,6/18/2019,Pop
125,Royal Rumble,Kalazh44,801292,6/18/2019,Hip Hop
126,Aullando,Wisin & Yandel,798693,6/18/2019,Hip Hop
127,Drip Too Hard (Lil Baby & Gunna),Lil Baby,788975,6/18/2019,Hip Hop
128,Thunder,Imagine Dragons,787965,6/18/2019,Pop
129,Bad Liar,Imagine Dragons,786551,6/18/2019,Pop
130,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,784310,6/18/2019,Pop
131,Don't Stop Me Now - Remastered 2011,Queen,784074,6/18/2019,Rock
132,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,782887,6/18/2019,Pop
133,Te SoÃ±Ã© De Nuevo,Ozuna,780675,6/18/2019,Pop
134,changes,XXXTENTACION,779942,6/18/2019,Hip Hop
135,God's Plan,Drake,775000,6/18/2019,Pop
136,Clout (feat. Cardi B),Offset,772419,6/18/2019,Pop
137,I Like It,Cardi B,771500,6/18/2019,Pop
138,Say You Won't Let Go,James Arthur,768952,6/18/2019,Pop
139,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,768263,6/18/2019,Pop
140,Body (feat. brando),Loud Luxury,767194,6/18/2019,Pop
141,Look Back at It,A Boogie Wit da Hoodie,765287,6/18/2019,Pop
142,Get You The Moon (feat. SnÃ¸w),Kina,755504,6/18/2019,Rap
143,my strange addiction,Billie Eilish,753244,6/18/2019,Pop
144,Always Remember Us This Way,Lady Gaga,744322,6/18/2019,Pop
145,Isis,Joyner Lucas,744047,6/18/2019,Pop
146,Photograph,Ed Sheeran,740338,6/18/2019,Pop
147,Sixteen,Ellie Goulding,739590,6/18/2019,Pop
148,Fuck Love (feat. Trippie Redd),XXXTENTACION,738136,6/18/2019,Hip Hop
149,La Boca,Mau y Ricky,736897,6/18/2019,Pop
150,Envy Me,Calboy,728947,6/18/2019,Rap
151,Diamonds (feat. Capital Bra),Summer Cem,725211,6/18/2019,Hip Hop
152,Robbery,Juice WRLD,723513,6/18/2019,Rap
153,Another One Bites The Dust - Remastered 2011,Queen,722853,6/18/2019,Rock
154,Not Ok,Kygo,717200,6/18/2019,Pop
155,Desconocidos,Mau y Ricky,711119,6/18/2019,Pop
156,Too Good At Goodbyes,Sam Smith,708630,6/18/2019,Pop
157,The Middle,Zedd,706652,6/18/2019,Pop
158,i love you,Billie Eilish,701909,6/18/2019,Pop
159,Haute (feat. J Balvin & Chris Brown),Tyga,697219,6/18/2019,Pop
160,What I Like About You (feat. Theresa Rex),Jonas Blue,696578,6/18/2019,Pop
161,ocean eyes,Billie Eilish,693743,6/18/2019,Pop
162,ZEZE (feat. Travis Scott & Offset),Kodak Black,693166,6/18/2019,Hip Hop
163,idontwannabeyouanymore,Billie Eilish,691936,6/18/2019,Pop
164,Psycho (feat. Ty Dolla $ign),Post Malone,683942,6/18/2019,Rap
165,One Kiss (with Dua Lipa),Calvin Harris,683629,6/18/2019,Pop
166,Amanece,Anuel AA,683580,6/18/2019,Rap
167,Closer,The Chainsmokers,680733,6/18/2019,Pop
168,Love Me Less (feat. Quinn XCII),MAX,679221,6/18/2019,Pop
169,Vossi Bop,Stormzy,676082,6/18/2019,Hip Hop
170,Promises (with Sam Smith),Calvin Harris,669737,6/18/2019,Pop
171,Lost In Japan,Shawn Mendes,669132,6/18/2019,Pop
172,Sad Song (feat. TINI),Alesso,666029,6/18/2019,Pop
173,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,663701,6/18/2019,Hip Hop
174,Havana (feat. Young Thug),Camila Cabello,661951,6/18/2019,Pop
175,I'm Yours,Jason Mraz,661470,6/18/2019,Pop
176,Down Bad (feat. JID;;Bas;;J. Cole;;EARTHGANG & Young Nudy),Dreamville,657397,6/18/2019,Hip Hop
177,Walk Me Home,P!nk,656720,6/18/2019,Pop
178,Saturday Nights,Khalid,654583,6/18/2019,Pop
179,all the good girls go to hell,Billie Eilish,653683,6/18/2019,Pop
180,All of Me,John Legend,652194,6/18/2019,Pop
181,Something Just Like This,The Chainsmokers,649374,6/18/2019,Pop
182,Wonderwall - Remastered,Oasis,648618,6/18/2019,Pop
183,Speechless (Full),Naomi Scott,647031,6/18/2019,Pop
184,a lot,21 Savage,645742,6/18/2019,Hip Hop
185,xanny,Billie Eilish,644611,6/18/2019,Pop
186,Press,Cardi B,644582,6/18/2019,Pop
187,Maghreb Gang (feat. French Montana & Khaled),Farid Bang,643826,6/18/2019,Hip Hop
188,New Rules,Dua Lipa,642240,6/18/2019,Pop
189,IDGAF,Dua Lipa,640409,6/18/2019,Pop
190,In My Feelings,Drake,639976,6/18/2019,Pop
191,Thinking out Loud,Ed Sheeran,638012,6/18/2019,Pop
192,Under Pressure - Remastered 2011,Queen,637799,6/18/2019,Rock
193,Bounce Back,Little Mix,637363,6/18/2019,Pop
194,bellyache,Billie Eilish,636896,6/18/2019,Pop
195,no tears left to cry,Ariana Grande,635816,6/18/2019,Pop
196,The Git Up,Blanco Brown,634609,6/18/2019,Rap
197,Mixed Personalities (feat. Kanye West),YNW Melly,632817,6/18/2019,Rap
198,Nonstop,Drake,629743,6/18/2019,Pop
199,Natural,Imagine Dragons,629080,6/18/2019,Pop
200,Ella Quiere Beber - Remix,Anuel AA,628720,6/18/2019,Rap
1,I Don't Care (with Justin Bieber),Ed Sheeran,5239648,6/19/2019,Pop
2,bad guy,Billie Eilish,5015969,6/19/2019,Pop
3,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,4333304,6/19/2019,Pop
4,Money In The Grave (Drake ft. Rick Ross),Drake,3590935,6/19/2019,Pop
5,You Need To Calm Down,Taylor Swift,3490531,6/19/2019,Pop
6,Otro Trago,Sech,3418162,6/19/2019,Pop
7,Callaita,Bad Bunny,3032157,6/19/2019,Rap
8,If I Can't Have You,Shawn Mendes,2805181,6/19/2019,Pop
9,Con Calma,Daddy Yankee,2662937,6/19/2019,Hip Hop
10,Never Really Over,Katy Perry,2567657,6/19/2019,Pop
11,Sucker,Jonas Brothers,2550284,6/19/2019,Pop
12,Soltera - Remix,Lunay,2523704,6/19/2019,Pop
13,Someone You Loved,Lewis Capaldi,2468683,6/19/2019,Pop
14,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2382709,6/19/2019,Rap
15,No Guidance (feat. Drake),Chris Brown,2368249,6/19/2019,Pop
16,SOS (feat. Aloe Blacc),Avicii,2360518,6/19/2019,Pop
17,Old Town Road,Lil Nas X,2209649,6/19/2019,Pop
18,The London (feat. J. Cole & Travis Scott),Young Thug,2179932,6/19/2019,Pop
19,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2154315,6/19/2019,Pop
20,Piece Of Your Heart,MEDUZA,2088129,6/19/2019,Pop
21,7 rings,Ariana Grande,1999351,6/19/2019,Pop
22,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1981806,6/19/2019,Pop
23,Talk (feat. Disclosure),Khalid,1923245,6/19/2019,Pop
24,Heaven,Avicii,1915485,6/19/2019,Pop
25,EARFQUAKE,Tyler;;The Creator,1869205,6/19/2019,Hip Hop
26,Shallow,Lady Gaga,1825896,6/19/2019,Pop
27,Call You Mine (feat. Bebe Rexha),The Chainsmokers,1809995,6/19/2019,Pop
28,Truth Hurts,Lizzo,1800492,6/19/2019,Pop
29,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1673316,6/19/2019,Pop
30,Rescue Me,OneRepublic,1669916,6/19/2019,Pop
31,Te RobarÃ©,Nicky Jam,1664857,6/19/2019,Hip Hop
32,Wow.,Post Malone,1663905,6/19/2019,Rap
33,No Me Conoce - Remix,Jhay Cortez,1650783,6/19/2019,Rap
34,Go Loko (feat. Tyga;;Jon Z),YG,1624875,6/19/2019,Pop
35,Pa MÃ­ - Remix,Dalex,1598305,6/19/2019,Rap
36,Happier,Marshmello,1597537,6/19/2019,Pop
37,Suge,DaBaby,1590853,6/19/2019,Hip Hop
38,when the party's over,Billie Eilish,1580065,6/19/2019,Pop
39,11:00 PM,Maluma,1579120,6/19/2019,Other
40,Don't Call Me Up,Mabel,1574706,6/19/2019,Pop
41,Tal Vez,Paulo Londra,1574603,6/19/2019,Hip Hop
42,Ransom,Lil Tecca,1559002,6/19/2019,Rap
43,Calma - Remix,Pedro CapÃ³,1534672,6/19/2019,Pop
44,Only Human,Jonas Brothers,1523037,6/19/2019,Pop
45,Verte Ir,DJ Luian,1522706,6/19/2019,Hip Hop
46,Pop Out (feat. Lil Tjay),Polo G,1517114,6/19/2019,Rap
47,bury a friend,Billie Eilish,1512967,6/19/2019,Pop
48,Con Altura,ROSALÃA,1512636,6/19/2019,Other
49,Sweet but Psycho,Ava Max,1449308,6/19/2019,Pop
50,Loco Contigo (with J. Balvin & Tyga),DJ Snake,1405991,6/19/2019,Pop
51,Dancing With A Stranger (with Normani),Sam Smith,1376677,6/19/2019,Pop
52,lovely (with Khalid),Billie Eilish,1355461,6/19/2019,Pop
53,Without Me,Halsey,1344723,6/19/2019,Pop
54,HP,Maluma,1317141,6/19/2019,Other
55,Mother's Daughter,Miley Cyrus,1293675,6/19/2019,Pop
56,i'm so tired...,Lauv,1249766,6/19/2019,Pop
57,Easier,5 Seconds of Summer,1249187,6/19/2019,Pop
58,thank u;;next,Ariana Grande,1244489,6/19/2019,Pop
59,Contra La Pared,Sean Paul,1216123,6/19/2019,Pop
60,Boy With Luv (feat. Halsey),BTS,1205178,6/19/2019,Pop
61,Eastside (with Halsey & Khalid),benny blanco,1197173,6/19/2019,Pop
62,MIDDLE CHILD,J. Cole,1195529,6/19/2019,Hip Hop
63,High Hopes,Panic! At The Disco,1189299,6/19/2019,Pop
64,Cuaderno,Dalex,1166034,6/19/2019,Rap
65,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1141827,6/19/2019,Pop
66,Olabilir,MERO,1134806,6/19/2019,Hip Hop
67,3 Nights,Dominic Fike,1126584,6/19/2019,Pop
68,Here With Me,Marshmello,1120849,6/19/2019,Pop
69,Sanctuary,Joji,1107072,6/19/2019,Pop
70,SAD!,XXXTENTACION,1106164,6/19/2019,Hip Hop
71,wish you were gay,Billie Eilish,1102795,6/19/2019,Pop
72,Bohemian Rhapsody - Remastered 2011,Queen,1093589,6/19/2019,Rock
73,It's You,Ali Gatie,1088608,6/19/2019,Pop
74,rockstar (feat. 21 Savage),Post Malone,1088126,6/19/2019,Rap
75,Que Mas Pues - Remix,Sech,1085638,6/19/2019,Pop
76,All Around The World (La La La),R3HAB,1083745,6/19/2019,Pop
77,Mad Love,Mabel,1081699,6/19/2019,Pop
78,Shape of You,Ed Sheeran,1069357,6/19/2019,Pop
79,So Am I,Ava Max,1040868,6/19/2019,Pop
80,Pure Water (with Migos),Mustard,1038122,6/19/2019,Pop
81,break up with your girlfriend;;i'm bored,Ariana Grande,1034843,6/19/2019,Pop
82,Better,Khalid,1033081,6/19/2019,Pop
83,Secreto,Anuel AA,1025473,6/19/2019,Rap
84,Better Now,Post Malone,1019479,6/19/2019,Rap
85,SICKO MODE,Travis Scott,1011793,6/19/2019,Rap
86,Let Me Down Slowly,Alec Benjamin,1010920,6/19/2019,Pop
87,MIA (feat. Drake),Bad Bunny,1010494,6/19/2019,Rap
88,Girls Like You (feat. Cardi B),Maroon 5,1008420,6/19/2019,Pop
89,Believer,Imagine Dragons,1004518,6/19/2019,Pop
90,Going Bad (feat. Drake),Meek Mill,1003975,6/19/2019,Pop
91,Taki Taki (with Selena Gomez;;Ozuna & Cardi B),DJ Snake,997677,6/19/2019,Pop
92,On My Way,Alan Walker,983148,6/19/2019,Pop
93,Moonlight,XXXTENTACION,978016,6/19/2019,Hip Hop
94,A Whole New World (End Title) - From Aladdin,ZAYN,969870,6/19/2019,Pop
95,Find U Again (feat. Camila Cabello),Mark Ronson,959821,6/19/2019,Pop
96,Lucid Dreams,Juice WRLD,955884,6/19/2019,Rap
97,Kill This Love,BLACKPINK,952527,6/19/2019,Pop
98,Si Se Da,Myke Towers,944674,6/19/2019,Rap
99,Youngblood,5 Seconds of Summer,938895,6/19/2019,Pop
100,Jocelyn Flores,XXXTENTACION,938625,6/19/2019,Hip Hop
101,Adan y Eva,Paulo Londra,933492,6/19/2019,Hip Hop
102,Sanguine Paradise,Lil Uzi Vert,925635,6/19/2019,Rap
103,Baila Baila Baila - Remix,Ozuna,924082,6/19/2019,Pop
104,Ritual,TiÃ«sto,915958,6/19/2019,Pop
105,Paradise,Bazzi,911125,6/19/2019,Pop
106,Be Alright,Dean Lewis,906947,6/19/2019,Pop
107,Perfect,Ed Sheeran,899512,6/19/2019,Pop
108,Carry On (from the Original Motion Picture POKÃ‰MON Detective Pikachu),Kygo,888603,6/19/2019,Pop
109,Who Do You Love,The Chainsmokers,887667,6/19/2019,Pop
110,Focus (feat. 21 Savage),Bazzi,875038,6/19/2019,Pop
111,Nightmare,Halsey,873964,6/19/2019,Pop
112,Te Vi,Piso 21,871484,6/19/2019,Pop
113,In My Mind,Dynoro,863103,6/19/2019,Pop
114,Homicide (feat. Eminem),Logic,859581,6/19/2019,Pop
115,Baila Baila Baila,Ozuna,849059,6/19/2019,Pop
116,you should see me in a crown,Billie Eilish,847037,6/19/2019,Pop
117,I Like Me Better,Lauv,842984,6/19/2019,Pop
118,OmertÃ ,Drake,836963,6/19/2019,Pop
119,Giant (with Rag'n'Bone Man),Calvin Harris,836166,6/19/2019,Pop
120,Taste (feat. Offset),Tyga,831244,6/19/2019,Pop
121,Murder On My Mind,YNW Melly,830882,6/19/2019,Rap
122,2002,Anne-Marie,829576,6/19/2019,Pop
123,Aullando,Wisin & Yandel,812243,6/19/2019,Hip Hop
124,Thunder,Imagine Dragons,799401,6/19/2019,Pop
125,Bad Liar,Imagine Dragons,798247,6/19/2019,Pop
126,Te SoÃ±Ã© De Nuevo,Ozuna,796553,6/19/2019,Pop
127,Royal Rumble,Kalazh44,792272,6/19/2019,Hip Hop
128,I Like It,Cardi B,791334,6/19/2019,Pop
129,Don't Stop Me Now - Remastered 2011,Queen,790277,6/19/2019,Rock
130,Drip Too Hard (Lil Baby & Gunna),Lil Baby,789899,6/19/2019,Hip Hop
131,Body (feat. brando),Loud Luxury,785385,6/19/2019,Pop
132,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,785051,6/19/2019,Pop
133,God's Plan,Drake,783968,6/19/2019,Pop
134,Amor Genuino,Ozuna,779423,6/19/2019,Pop
135,Say You Won't Let Go,James Arthur,778851,6/19/2019,Pop
136,Look Back at It,A Boogie Wit da Hoodie,776224,6/19/2019,Pop
137,changes,XXXTENTACION,764223,6/19/2019,Hip Hop
138,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,762162,6/19/2019,Pop
139,Isis,Joyner Lucas,757414,6/19/2019,Pop
140,Always Remember Us This Way,Lady Gaga,753668,6/19/2019,Pop
141,Clout (feat. Cardi B),Offset,753589,6/19/2019,Pop
142,Get You The Moon (feat. SnÃ¸w),Kina,751960,6/19/2019,Rap
143,Diamonds (feat. Capital Bra),Summer Cem,749306,6/19/2019,Hip Hop
144,La Boca,Mau y Ricky,744982,6/19/2019,Pop
145,Another One Bites The Dust - Remastered 2011,Queen,743999,6/19/2019,Rock
146,when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,743310,6/19/2019,Pop
147,Photograph,Ed Sheeran,742981,6/19/2019,Pop
148,my strange addiction,Billie Eilish,742002,6/19/2019,Pop
149,Sixteen,Ellie Goulding,740041,6/19/2019,Pop
150,Desconocidos,Mau y Ricky,731914,6/19/2019,Pop
151,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,730485,6/19/2019,Pop
152,idontwannabeyouanymore,Billie Eilish,730314,6/19/2019,Pop
153,Envy Me,Calboy,730017,6/19/2019,Rap
154,Robbery,Juice WRLD,723074,6/19/2019,Rap
155,The Middle,Zedd,718597,6/19/2019,Pop
156,Fuck Love (feat. Trippie Redd),XXXTENTACION,710934,6/19/2019,Hip Hop
157,ZEZE (feat. Travis Scott & Offset),Kodak Black,709493,6/19/2019,Hip Hop
158,Amanece,Anuel AA,705425,6/19/2019,Rap
159,ocean eyes,Billie Eilish,704189,6/19/2019,Pop
160,Not Ok,Kygo,703554,6/19/2019,Pop
161,i love you,Billie Eilish,703494,6/19/2019,Pop
162,Too Good At Goodbyes,Sam Smith,702298,6/19/2019,Pop
163,One Kiss (with Dua Lipa),Calvin Harris,701971,6/19/2019,Pop
164,Haute (feat. J Balvin & Chris Brown),Tyga,688866,6/19/2019,Pop
165,Psycho (feat. Ty Dolla $ign),Post Malone,688402,6/19/2019,Rap
166,Promises (with Sam Smith),Calvin Harris,684905,6/19/2019,Pop
167,What I Like About You (feat. Theresa Rex),Jonas Blue,684550,6/19/2019,Pop
168,Closer,The Chainsmokers,684294,6/19/2019,Pop
169,Havana (feat. Young Thug),Camila Cabello,679845,6/19/2019,Pop
170,Vossi Bop,Stormzy,674323,6/19/2019,Hip Hop
171,Lost In Japan,Shawn Mendes,674050,6/19/2019,Pop
172,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,673999,6/19/2019,Hip Hop
173,Saturday Nights,Khalid,667321,6/19/2019,Pop
174,Maghreb Gang (feat. French Montana & Khaled),Farid Bang,665665,6/19/2019,Hip Hop
175,Wonderwall - Remastered,Oasis,662403,6/19/2019,Pop
176,Speechless (Full),Naomi Scott,659777,6/19/2019,Pop
177,Love Me Less (feat. Quinn XCII),MAX,659510,6/19/2019,Pop
178,Something Just Like This,The Chainsmokers,657974,6/19/2019,Pop
179,all the good girls go to hell,Billie Eilish,656600,6/19/2019,Pop
180,Ella Quiere Beber - Remix,Anuel AA,656523,6/19/2019,Rap
181,a lot,21 Savage,653406,6/19/2019,Hip Hop
182,Under Pressure - Remastered 2011,Queen,651943,6/19/2019,Rock
183,The Git Up,Blanco Brown,649569,6/19/2019,Rap
184,All of Me,John Legend,649163,6/19/2019,Pop
185,In My Feelings,Drake,648192,6/19/2019,Pop
186,Thinking out Loud,Ed Sheeran,648059,6/19/2019,Pop
187,Walk Me Home,P!nk,647439,6/19/2019,Pop
188,I'm Yours,Jason Mraz,647358,6/19/2019,Pop
189,xanny,Billie Eilish,646144,6/19/2019,Pop
190,New Rules,Dua Lipa,645951,6/19/2019,Pop
191,IDGAF,Dua Lipa,645530,6/19/2019,Pop
192,no tears left to cry,Ariana Grande,642746,6/19/2019,Pop
193,bellyache,Billie Eilish,639127,6/19/2019,Pop
194,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,638795,6/19/2019,Other
195,Natural,Imagine Dragons,638198,6/19/2019,Pop
196,Mixed Personalities (feat. Kanye West),YNW Melly,637608,6/19/2019,Rap
197,Congratulations,Post Malone,637002,6/19/2019,Rap
198,Nonstop,Drake,633757,6/19/2019,Pop
199,Un AÃ±o,Sebastian Yatra,632317,6/19/2019,Pop
200,Swing,Danny Ocean,629492,6/19/2019,Pop
1,I Don't Care (with Justin Bieber),Ed Sheeran,5245422,6/20/2019,Pop
2,bad guy,Billie Eilish,4999719,6/20/2019,Pop
3,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,4319771,6/20/2019,Pop
4,Money In The Grave (Drake ft. Rick Ross),Drake,3475103,6/20/2019,Pop
5,Otro Trago,Sech,3384508,6/20/2019,Pop
6,You Need To Calm Down,Taylor Swift,3286427,6/20/2019,Pop
7,Callaita,Bad Bunny,3040142,6/20/2019,Rap
8,If I Can't Have You,Shawn Mendes,2719576,6/20/2019,Pop
9,Con Calma,Daddy Yankee,2647486,6/20/2019,Hip Hop
10,Soltera - Remix,Lunay,2532618,6/20/2019,Pop
11,Never Really Over,Katy Perry,2485154,6/20/2019,Pop
12,Sucker,Jonas Brothers,2473180,6/20/2019,Pop
13,Someone You Loved,Lewis Capaldi,2418250,6/20/2019,Pop
14,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2362091,6/20/2019,Rap
